truth_date,country,snapshot_date,value,age,revision_status,week_in_season,revision_amount
2025-02-09,NO,2025-02-14,101.0,0,1,24,22.299999999999997
2025-02-02,NO,2025-02-14,97.2,1,1,23,1.5
2025-01-26,NO,2025-02-14,77.7,2,1,22,-0.6000000000000085
2025-01-19,NO,2025-02-14,58.3,3,1,21,0.7000000000000028
2025-01-12,NO,2025-02-14,57.0,4,1,20,-0.3999999999999986
2025-01-05,NO,2025-02-14,29.3,5,1,19,-0.1999999999999993
2024-12-29,NO,2025-02-14,17.3,6,1,18,0.3000000000000007
2024-12-22,NO,2025-02-14,36.8,7,1,17,0.20000000000000284
2024-12-15,NO,2025-02-14,30.5,8,1,16,0.3000000000000007
2024-12-08,NO,2025-02-14,28.7,9,1,15,0.1999999999999993
2024-12-01,NO,2025-02-14,27.0,10,1,14,0.10000000000000142
2024-11-24,NO,2025-02-14,24.8,11,1,13,0.09999999999999787
2024-11-17,NO,2025-02-14,23.9,12,1,12,0.10000000000000142
2024-11-10,NO,2025-02-14,23.1,13,1,11,0.09999999999999787
2024-11-03,NO,2025-02-14,22.7,14,0,10,0.0
2024-10-27,NO,2025-02-14,24.8,15,0,9,0.0
2024-10-20,NO,2025-02-14,23.9,16,0,8,0.0
2024-10-13,NO,2025-02-14,22.6,17,0,7,0.0
2024-10-06,NO,2025-02-14,20.7,18,0,6,0.0
2025-02-16,NO,2025-02-21,134.5,0,1,25,9.699999999999989
2025-02-09,NO,2025-02-21,122.5,1,1,24,0.7999999999999972
2025-02-02,NO,2025-02-21,99.2,2,1,23,-0.5
2025-01-26,NO,2025-02-21,78.1,3,1,22,-1.0
2025-01-19,NO,2025-02-21,59.0,4,0,21,0.0
2025-01-12,NO,2025-02-21,56.5,5,1,20,0.10000000000000142
2025-01-05,NO,2025-02-21,29.2,6,1,19,-0.09999999999999787
2024-12-29,NO,2025-02-21,17.4,7,1,18,0.20000000000000284
2024-12-22,NO,2025-02-21,36.8,8,1,17,0.20000000000000284
2024-12-15,NO,2025-02-21,30.7,9,1,16,0.10000000000000142
2024-12-08,NO,2025-02-21,28.8,10,1,15,0.09999999999999787
2024-12-01,NO,2025-02-21,27.0,11,1,14,0.10000000000000142
2024-11-24,NO,2025-02-21,24.8,12,1,13,0.09999999999999787
2024-11-17,NO,2025-02-21,23.9,13,1,12,0.10000000000000142
2024-11-10,NO,2025-02-21,23.1,14,1,11,0.09999999999999787
2024-11-03,NO,2025-02-21,22.7,15,0,10,0.0
2024-10-27,NO,2025-02-21,24.8,16,0,9,0.0
2024-10-20,NO,2025-02-21,23.9,17,0,8,0.0
2024-10-13,NO,2025-02-21,22.6,18,0,7,0.0
2024-10-06,NO,2025-02-21,20.7,19,0,6,0.0
2025-02-16,NO,2025-02-21,134.5,0,1,25,9.699999999999989
2025-02-09,NO,2025-02-21,122.5,1,1,24,0.7999999999999972
2025-02-02,NO,2025-02-21,99.2,2,1,23,-0.5
2025-01-26,NO,2025-02-21,78.1,3,1,22,-1.0
2025-01-19,NO,2025-02-21,59.0,4,0,21,0.0
2025-01-12,NO,2025-02-21,56.5,5,1,20,0.10000000000000142
2025-01-05,NO,2025-02-21,29.2,6,1,19,-0.09999999999999787
2024-12-29,NO,2025-02-21,17.4,7,1,18,0.20000000000000284
2024-12-22,NO,2025-02-21,36.8,8,1,17,0.20000000000000284
2024-12-15,NO,2025-02-21,30.7,9,1,16,0.10000000000000142
2024-12-08,NO,2025-02-21,28.8,10,1,15,0.09999999999999787
2024-12-01,NO,2025-02-21,27.0,11,1,14,0.10000000000000142
2024-11-24,NO,2025-02-21,24.8,12,1,13,0.09999999999999787
2024-11-17,NO,2025-02-21,23.9,13,1,12,0.10000000000000142
2024-11-10,NO,2025-02-21,23.1,14,1,11,0.09999999999999787
2024-11-03,NO,2025-02-21,22.7,15,0,10,0.0
2024-10-27,NO,2025-02-21,24.8,16,0,9,0.0
2024-10-20,NO,2025-02-21,23.9,17,0,8,0.0
2024-10-13,NO,2025-02-21,22.6,18,0,7,0.0
2024-10-06,NO,2025-02-21,20.7,19,0,6,0.0
2025-02-23,NO,2025-02-28,140.1,0,1,26,21.099999999999994
2025-02-16,NO,2025-02-28,142.7,1,1,25,1.5
2025-02-09,NO,2025-02-28,122.3,2,1,24,1.0
2025-02-02,NO,2025-02-28,98.7,3,0,23,0.0
2025-01-26,NO,2025-02-28,77.2,4,1,22,-0.10000000000000853
2025-01-19,NO,2025-02-28,58.4,5,1,21,0.6000000000000014
2025-01-12,NO,2025-02-28,56.2,6,1,20,0.3999999999999986
2025-01-05,NO,2025-02-28,29.1,7,0,19,0.0
2024-12-29,NO,2025-02-28,17.5,8,1,18,0.10000000000000142
2024-12-22,NO,2025-02-28,36.9,9,1,17,0.10000000000000142
2024-12-15,NO,2025-02-28,30.7,10,1,16,0.10000000000000142
2024-12-08,NO,2025-02-28,28.8,11,1,15,0.09999999999999787
2024-12-01,NO,2025-02-28,27.0,12,1,14,0.10000000000000142
2024-11-24,NO,2025-02-28,24.8,13,1,13,0.09999999999999787
2024-11-17,NO,2025-02-28,24.0,14,0,12,0.0
2024-11-10,NO,2025-02-28,23.1,15,1,11,0.09999999999999787
2024-11-03,NO,2025-02-28,22.7,16,0,10,0.0
2024-10-27,NO,2025-02-28,24.8,17,0,9,0.0
2024-10-20,NO,2025-02-28,23.9,18,0,8,0.0
2024-10-13,NO,2025-02-28,22.6,19,0,7,0.0
2024-10-06,NO,2025-02-28,20.7,20,0,6,0.0
2025-02-23,NO,2025-02-28,140.1,0,1,26,21.099999999999994
2025-02-16,NO,2025-02-28,142.7,1,1,25,1.5
2025-02-09,NO,2025-02-28,122.3,2,1,24,1.0
2025-02-02,NO,2025-02-28,98.7,3,0,23,0.0
2025-01-26,NO,2025-02-28,77.2,4,1,22,-0.10000000000000853
2025-01-19,NO,2025-02-28,58.4,5,1,21,0.6000000000000014
2025-01-12,NO,2025-02-28,56.2,6,1,20,0.3999999999999986
2025-01-05,NO,2025-02-28,29.1,7,0,19,0.0
2024-12-29,NO,2025-02-28,17.5,8,1,18,0.10000000000000142
2024-12-22,NO,2025-02-28,36.9,9,1,17,0.10000000000000142
2024-12-15,NO,2025-02-28,30.7,10,1,16,0.10000000000000142
2024-12-08,NO,2025-02-28,28.8,11,1,15,0.09999999999999787
2024-12-01,NO,2025-02-28,27.0,12,1,14,0.10000000000000142
2024-11-24,NO,2025-02-28,24.8,13,1,13,0.09999999999999787
2024-11-17,NO,2025-02-28,24.0,14,0,12,0.0
2024-11-10,NO,2025-02-28,23.1,15,1,11,0.09999999999999787
2024-11-03,NO,2025-02-28,22.7,16,0,10,0.0
2024-10-27,NO,2025-02-28,24.8,17,0,9,0.0
2024-10-20,NO,2025-02-28,23.9,18,0,8,0.0
2024-10-13,NO,2025-02-28,22.6,19,0,7,0.0
2024-10-06,NO,2025-02-28,20.7,20,0,6,0.0
2025-03-02,NO,2025-03-07,164.7,0,0,27,0.0
2025-02-23,NO,2025-03-07,161.2,1,0,26,0.0
2025-02-16,NO,2025-03-07,144.2,2,0,25,0.0
2025-02-09,NO,2025-03-07,123.3,3,0,24,0.0
2025-02-02,NO,2025-03-07,98.7,4,0,23,0.0
2025-01-26,NO,2025-03-07,77.1,5,0,22,0.0
2025-01-19,NO,2025-03-07,59.0,6,0,21,0.0
2025-01-12,NO,2025-03-07,56.6,7,0,20,0.0
2025-01-05,NO,2025-03-07,29.1,8,0,19,0.0
2024-12-29,NO,2025-03-07,17.6,9,0,18,0.0
2024-12-22,NO,2025-03-07,37.0,10,0,17,0.0
2024-12-15,NO,2025-03-07,30.8,11,0,16,0.0
2024-12-08,NO,2025-03-07,28.9,12,0,15,0.0
2024-12-01,NO,2025-03-07,27.1,13,0,14,0.0
2024-11-24,NO,2025-03-07,24.9,14,0,13,0.0
2024-11-17,NO,2025-03-07,24.0,15,0,12,0.0
2024-11-10,NO,2025-03-07,23.2,16,0,11,0.0
2024-11-03,NO,2025-03-07,22.7,17,0,10,0.0
2024-10-27,NO,2025-03-07,24.8,18,0,9,0.0
2024-10-20,NO,2025-03-07,23.9,19,0,8,0.0
2024-10-13,NO,2025-03-07,22.6,20,0,7,0.0
2024-10-06,NO,2025-03-07,20.7,21,0,6,0.0
2025-03-02,NO,2025-03-07,164.7,0,0,27,0.0
2025-02-23,NO,2025-03-07,161.2,1,0,26,0.0
2025-02-16,NO,2025-03-07,144.2,2,0,25,0.0
2025-02-09,NO,2025-03-07,123.3,3,0,24,0.0
2025-02-02,NO,2025-03-07,98.7,4,0,23,0.0
2025-01-26,NO,2025-03-07,77.1,5,0,22,0.0
2025-01-19,NO,2025-03-07,59.0,6,0,21,0.0
2025-01-12,NO,2025-03-07,56.6,7,0,20,0.0
2025-01-05,NO,2025-03-07,29.1,8,0,19,0.0
2024-12-29,NO,2025-03-07,17.6,9,0,18,0.0
2024-12-22,NO,2025-03-07,37.0,10,0,17,0.0
2024-12-15,NO,2025-03-07,30.8,11,0,16,0.0
2024-12-08,NO,2025-03-07,28.9,12,0,15,0.0
2024-12-01,NO,2025-03-07,27.1,13,0,14,0.0
2024-11-24,NO,2025-03-07,24.9,14,0,13,0.0
2024-11-17,NO,2025-03-07,24.0,15,0,12,0.0
2024-11-10,NO,2025-03-07,23.2,16,0,11,0.0
2024-11-03,NO,2025-03-07,22.7,17,0,10,0.0
2024-10-27,NO,2025-03-07,24.8,18,0,9,0.0
2024-10-20,NO,2025-03-07,23.9,19,0,8,0.0
2024-10-13,NO,2025-03-07,22.6,20,0,7,0.0
2024-10-06,NO,2025-03-07,20.7,21,0,6,0.0
2024-10-06,PL,2024-10-11,365.4,0,0,6,0.0
2024-10-06,PL,2024-10-11,365.4,0,0,6,0.0
2024-10-13,PL,2024-10-18,367.5,0,0,7,0.0
2024-10-06,PL,2024-10-18,365.4,1,0,6,0.0
2024-10-13,PL,2024-10-18,367.5,0,0,7,0.0
2024-10-06,PL,2024-10-18,365.4,1,0,6,0.0
2024-10-20,PL,2024-10-25,386.5,0,0,8,0.0
2024-10-13,PL,2024-10-25,367.5,1,0,7,0.0
2024-10-06,PL,2024-10-25,365.4,2,0,6,0.0
2024-10-20,PL,2024-10-25,386.5,0,0,8,0.0
2024-10-13,PL,2024-10-25,367.5,1,0,7,0.0
2024-10-06,PL,2024-10-25,365.4,2,0,6,0.0
2024-11-03,PL,2024-11-08,301.9,0,0,10,0.0
2024-10-27,PL,2024-11-08,356.7,1,0,9,0.0
2024-10-20,PL,2024-11-08,386.5,2,0,8,0.0
2024-10-13,PL,2024-11-08,367.5,3,0,7,0.0
2024-10-06,PL,2024-11-08,365.4,4,0,6,0.0
2024-11-03,PL,2024-11-08,301.9,0,0,10,0.0
2024-10-27,PL,2024-11-08,356.7,1,0,9,0.0
2024-10-20,PL,2024-11-08,386.5,2,0,8,0.0
2024-10-13,PL,2024-11-08,367.5,3,0,7,0.0
2024-10-06,PL,2024-11-08,365.4,4,0,6,0.0
2024-11-10,PL,2024-11-15,325.2,0,0,11,0.0
2024-11-03,PL,2024-11-15,301.9,1,0,10,0.0
2024-10-27,PL,2024-11-15,356.7,2,0,9,0.0
2024-10-20,PL,2024-11-15,386.5,3,0,8,0.0
2024-10-13,PL,2024-11-15,367.5,4,0,7,0.0
2024-10-06,PL,2024-11-15,365.4,5,0,6,0.0
2024-11-10,PL,2024-11-15,325.2,0,0,11,0.0
2024-11-03,PL,2024-11-15,301.9,1,0,10,0.0
2024-10-27,PL,2024-11-15,356.7,2,0,9,0.0
2024-10-20,PL,2024-11-15,386.5,3,0,8,0.0
2024-10-13,PL,2024-11-15,367.5,4,0,7,0.0
2024-10-06,PL,2024-11-15,365.4,5,0,6,0.0
2024-11-17,PL,2024-11-22,313.7,0,0,12,0.0
2024-11-10,PL,2024-11-22,325.2,1,0,11,0.0
2024-11-03,PL,2024-11-22,301.9,2,0,10,0.0
2024-10-27,PL,2024-11-22,356.7,3,0,9,0.0
2024-10-20,PL,2024-11-22,386.5,4,0,8,0.0
2024-10-13,PL,2024-11-22,367.5,5,0,7,0.0
2024-10-06,PL,2024-11-22,365.4,6,0,6,0.0
2024-11-17,PL,2024-11-22,313.7,0,0,12,0.0
2024-11-10,PL,2024-11-22,325.2,1,0,11,0.0
2024-11-03,PL,2024-11-22,301.9,2,0,10,0.0
2024-10-27,PL,2024-11-22,356.7,3,0,9,0.0
2024-10-20,PL,2024-11-22,386.5,4,0,8,0.0
2024-10-13,PL,2024-11-22,367.5,5,0,7,0.0
2024-10-06,PL,2024-11-22,365.4,6,0,6,0.0
2024-11-24,PL,2024-11-29,401.0,0,0,13,0.0
2024-11-17,PL,2024-11-29,313.7,1,0,12,0.0
2024-11-10,PL,2024-11-29,325.2,2,0,11,0.0
2024-11-03,PL,2024-11-29,301.9,3,0,10,0.0
2024-10-27,PL,2024-11-29,356.7,4,0,9,0.0
2024-10-20,PL,2024-11-29,386.5,5,0,8,0.0
2024-10-13,PL,2024-11-29,367.5,6,0,7,0.0
2024-10-06,PL,2024-11-29,365.4,7,0,6,0.0
2024-11-24,PL,2024-11-29,401.0,0,0,13,0.0
2024-11-17,PL,2024-11-29,313.7,1,0,12,0.0
2024-11-10,PL,2024-11-29,325.2,2,0,11,0.0
2024-11-03,PL,2024-11-29,301.9,3,0,10,0.0
2024-10-27,PL,2024-11-29,356.7,4,0,9,0.0
2024-10-20,PL,2024-11-29,386.5,5,0,8,0.0
2024-10-13,PL,2024-11-29,367.5,6,0,7,0.0
2024-10-06,PL,2024-11-29,365.4,7,0,6,0.0
2024-12-01,PL,2024-12-06,413.7,0,0,14,0.0
2024-11-24,PL,2024-12-06,401.0,1,0,13,0.0
2024-11-17,PL,2024-12-06,313.7,2,0,12,0.0
2024-11-10,PL,2024-12-06,325.2,3,0,11,0.0
2024-11-03,PL,2024-12-06,301.9,4,0,10,0.0
2024-10-27,PL,2024-12-06,356.7,5,0,9,0.0
2024-10-20,PL,2024-12-06,386.5,6,0,8,0.0
2024-10-13,PL,2024-12-06,367.5,7,0,7,0.0
2024-10-06,PL,2024-12-06,365.4,8,0,6,0.0
2024-12-01,PL,2024-12-06,413.7,0,0,14,0.0
2024-11-24,PL,2024-12-06,401.0,1,0,13,0.0
2024-11-17,PL,2024-12-06,313.7,2,0,12,0.0
2024-11-10,PL,2024-12-06,325.2,3,0,11,0.0
2024-11-03,PL,2024-12-06,301.9,4,0,10,0.0
2024-10-27,PL,2024-12-06,356.7,5,0,9,0.0
2024-10-20,PL,2024-12-06,386.5,6,0,8,0.0
2024-10-13,PL,2024-12-06,367.5,7,0,7,0.0
2024-10-06,PL,2024-12-06,365.4,8,0,6,0.0
2024-12-08,PL,2024-12-13,420.7,0,0,15,0.0
2024-12-01,PL,2024-12-13,413.7,1,0,14,0.0
2024-11-24,PL,2024-12-13,401.0,2,0,13,0.0
2024-11-17,PL,2024-12-13,313.7,3,0,12,0.0
2024-11-10,PL,2024-12-13,325.2,4,0,11,0.0
2024-11-03,PL,2024-12-13,301.9,5,0,10,0.0
2024-10-27,PL,2024-12-13,356.7,6,0,9,0.0
2024-10-20,PL,2024-12-13,386.5,7,0,8,0.0
2024-10-13,PL,2024-12-13,367.5,8,0,7,0.0
2024-10-06,PL,2024-12-13,365.4,9,0,6,0.0
2024-12-08,PL,2024-12-13,420.7,0,0,15,0.0
2024-12-01,PL,2024-12-13,413.7,1,0,14,0.0
2024-11-24,PL,2024-12-13,401.0,2,0,13,0.0
2024-11-17,PL,2024-12-13,313.7,3,0,12,0.0
2024-11-10,PL,2024-12-13,325.2,4,0,11,0.0
2024-11-03,PL,2024-12-13,301.9,5,0,10,0.0
2024-10-27,PL,2024-12-13,356.7,6,0,9,0.0
2024-10-20,PL,2024-12-13,386.5,7,0,8,0.0
2024-10-13,PL,2024-12-13,367.5,8,0,7,0.0
2024-10-06,PL,2024-12-13,365.4,9,0,6,0.0
2024-12-15,PL,2024-12-20,507.0,0,0,16,0.0
2024-12-08,PL,2024-12-20,420.7,1,0,15,0.0
2024-12-01,PL,2024-12-20,413.7,2,0,14,0.0
2024-11-24,PL,2024-12-20,401.0,3,0,13,0.0
2024-11-17,PL,2024-12-20,313.7,4,0,12,0.0
2024-11-10,PL,2024-12-20,325.2,5,0,11,0.0
2024-11-03,PL,2024-12-20,301.9,6,0,10,0.0
2024-10-27,PL,2024-12-20,356.7,7,0,9,0.0
2024-10-20,PL,2024-12-20,386.5,8,0,8,0.0
2024-10-13,PL,2024-12-20,367.5,9,0,7,0.0
2024-10-06,PL,2024-12-20,365.4,10,0,6,0.0
2024-12-15,PL,2024-12-20,507.0,0,0,16,0.0
2024-12-08,PL,2024-12-20,420.7,1,0,15,0.0
2024-12-01,PL,2024-12-20,413.7,2,0,14,0.0
2024-11-24,PL,2024-12-20,401.0,3,0,13,0.0
2024-11-17,PL,2024-12-20,313.7,4,0,12,0.0
2024-11-10,PL,2024-12-20,325.2,5,0,11,0.0
2024-11-03,PL,2024-12-20,301.9,6,0,10,0.0
2024-10-27,PL,2024-12-20,356.7,7,0,9,0.0
2024-10-20,PL,2024-12-20,386.5,8,0,8,0.0
2024-10-13,PL,2024-12-20,367.5,9,0,7,0.0
2024-10-06,PL,2024-12-20,365.4,10,0,6,0.0
2024-12-29,PL,2025-01-03,377.6,0,0,18,0.0
2024-12-22,PL,2025-01-03,611.7,1,0,17,0.0
2024-12-15,PL,2025-01-03,507.0,2,0,16,0.0
2024-12-08,PL,2025-01-03,420.7,3,0,15,0.0
2024-12-01,PL,2025-01-03,413.7,4,0,14,0.0
2024-11-24,PL,2025-01-03,401.0,5,0,13,0.0
2024-11-17,PL,2025-01-03,313.7,6,0,12,0.0
2024-11-10,PL,2025-01-03,325.2,7,0,11,0.0
2024-11-03,PL,2025-01-03,301.9,8,0,10,0.0
2024-10-27,PL,2025-01-03,356.7,9,0,9,0.0
2024-10-20,PL,2025-01-03,386.5,10,0,8,0.0
2024-10-13,PL,2025-01-03,367.5,11,0,7,0.0
2024-10-06,PL,2025-01-03,365.4,12,0,6,0.0
2024-12-29,PL,2025-01-03,377.6,0,0,18,0.0
2024-12-22,PL,2025-01-03,611.7,1,0,17,0.0
2024-12-15,PL,2025-01-03,507.0,2,0,16,0.0
2024-12-08,PL,2025-01-03,420.7,3,0,15,0.0
2024-12-01,PL,2025-01-03,413.7,4,0,14,0.0
2024-11-24,PL,2025-01-03,401.0,5,0,13,0.0
2024-11-17,PL,2025-01-03,313.7,6,0,12,0.0
2024-11-10,PL,2025-01-03,325.2,7,0,11,0.0
2024-11-03,PL,2025-01-03,301.9,8,0,10,0.0
2024-10-27,PL,2025-01-03,356.7,9,0,9,0.0
2024-10-20,PL,2025-01-03,386.5,10,0,8,0.0
2024-10-13,PL,2025-01-03,367.5,11,0,7,0.0
2024-10-06,PL,2025-01-03,365.4,12,0,6,0.0
2025-01-05,PL,2025-01-10,369.1,0,0,19,0.0
2024-12-29,PL,2025-01-10,377.6,1,0,18,0.0
2024-12-22,PL,2025-01-10,611.7,2,0,17,0.0
2024-12-15,PL,2025-01-10,507.0,3,0,16,0.0
2024-12-08,PL,2025-01-10,420.7,4,0,15,0.0
2024-12-01,PL,2025-01-10,413.7,5,0,14,0.0
2024-11-24,PL,2025-01-10,401.0,6,0,13,0.0
2024-11-17,PL,2025-01-10,313.7,7,0,12,0.0
2024-11-10,PL,2025-01-10,325.2,8,0,11,0.0
2024-11-03,PL,2025-01-10,301.9,9,0,10,0.0
2024-10-27,PL,2025-01-10,356.7,10,0,9,0.0
2024-10-20,PL,2025-01-10,386.5,11,0,8,0.0
2024-10-13,PL,2025-01-10,367.5,12,0,7,0.0
2024-10-06,PL,2025-01-10,365.4,13,0,6,0.0
2025-01-05,PL,2025-01-10,369.1,0,0,19,0.0
2024-12-29,PL,2025-01-10,377.6,1,0,18,0.0
2024-12-22,PL,2025-01-10,611.7,2,0,17,0.0
2024-12-15,PL,2025-01-10,507.0,3,0,16,0.0
2024-12-08,PL,2025-01-10,420.7,4,0,15,0.0
2024-12-01,PL,2025-01-10,413.7,5,0,14,0.0
2024-11-24,PL,2025-01-10,401.0,6,0,13,0.0
2024-11-17,PL,2025-01-10,313.7,7,0,12,0.0
2024-11-10,PL,2025-01-10,325.2,8,0,11,0.0
2024-11-03,PL,2025-01-10,301.9,9,0,10,0.0
2024-10-27,PL,2025-01-10,356.7,10,0,9,0.0
2024-10-20,PL,2025-01-10,386.5,11,0,8,0.0
2024-10-13,PL,2025-01-10,367.5,12,0,7,0.0
2024-10-06,PL,2025-01-10,365.4,13,0,6,0.0
2025-01-12,PL,2025-01-17,481.7,0,0,20,0.0
2025-01-05,PL,2025-01-17,369.1,1,0,19,0.0
2024-12-29,PL,2025-01-17,377.6,2,0,18,0.0
2024-12-22,PL,2025-01-17,611.7,3,0,17,0.0
2024-12-15,PL,2025-01-17,507.0,4,0,16,0.0
2024-12-08,PL,2025-01-17,420.7,5,0,15,0.0
2024-12-01,PL,2025-01-17,413.7,6,0,14,0.0
2024-11-24,PL,2025-01-17,401.0,7,0,13,0.0
2024-11-17,PL,2025-01-17,313.7,8,0,12,0.0
2024-11-10,PL,2025-01-17,325.2,9,0,11,0.0
2024-11-03,PL,2025-01-17,301.9,10,0,10,0.0
2024-10-27,PL,2025-01-17,356.7,11,0,9,0.0
2024-10-20,PL,2025-01-17,386.5,12,0,8,0.0
2024-10-13,PL,2025-01-17,367.5,13,0,7,0.0
2024-10-06,PL,2025-01-17,365.4,14,0,6,0.0
2025-01-12,PL,2025-01-17,481.7,0,0,20,0.0
2025-01-05,PL,2025-01-17,369.1,1,0,19,0.0
2024-12-29,PL,2025-01-17,377.6,2,0,18,0.0
2024-12-22,PL,2025-01-17,611.7,3,0,17,0.0
2024-12-15,PL,2025-01-17,507.0,4,0,16,0.0
2024-12-08,PL,2025-01-17,420.7,5,0,15,0.0
2024-12-01,PL,2025-01-17,413.7,6,0,14,0.0
2024-11-24,PL,2025-01-17,401.0,7,0,13,0.0
2024-11-17,PL,2025-01-17,313.7,8,0,12,0.0
2024-11-10,PL,2025-01-17,325.2,9,0,11,0.0
2024-11-03,PL,2025-01-17,301.9,10,0,10,0.0
2024-10-27,PL,2025-01-17,356.7,11,0,9,0.0
2024-10-20,PL,2025-01-17,386.5,12,0,8,0.0
2024-10-13,PL,2025-01-17,367.5,13,0,7,0.0
2024-10-06,PL,2025-01-17,365.4,14,0,6,0.0
2025-01-19,PL,2025-01-24,523.3,0,0,21,0.0
2025-01-12,PL,2025-01-24,481.7,1,0,20,0.0
2025-01-05,PL,2025-01-24,369.1,2,0,19,0.0
2024-12-29,PL,2025-01-24,377.6,3,0,18,0.0
2024-12-22,PL,2025-01-24,611.7,4,0,17,0.0
2024-12-15,PL,2025-01-24,507.0,5,0,16,0.0
2024-12-08,PL,2025-01-24,420.7,6,0,15,0.0
2024-12-01,PL,2025-01-24,413.7,7,0,14,0.0
2024-11-24,PL,2025-01-24,401.0,8,0,13,0.0
2024-11-17,PL,2025-01-24,313.7,9,0,12,0.0
2024-11-10,PL,2025-01-24,325.2,10,0,11,0.0
2024-11-03,PL,2025-01-24,301.9,11,0,10,0.0
2024-10-27,PL,2025-01-24,356.7,12,0,9,0.0
2024-10-20,PL,2025-01-24,386.5,13,0,8,0.0
2024-10-13,PL,2025-01-24,367.5,14,0,7,0.0
2024-10-06,PL,2025-01-24,365.4,15,0,6,0.0
2025-01-19,PL,2025-01-24,523.3,0,0,21,0.0
2025-01-12,PL,2025-01-24,481.7,1,0,20,0.0
2025-01-05,PL,2025-01-24,369.1,2,0,19,0.0
2024-12-29,PL,2025-01-24,377.6,3,0,18,0.0
2024-12-22,PL,2025-01-24,611.7,4,0,17,0.0
2024-12-15,PL,2025-01-24,507.0,5,0,16,0.0
2024-12-08,PL,2025-01-24,420.7,6,0,15,0.0
2024-12-01,PL,2025-01-24,413.7,7,0,14,0.0
2024-11-24,PL,2025-01-24,401.0,8,0,13,0.0
2024-11-17,PL,2025-01-24,313.7,9,0,12,0.0
2024-11-10,PL,2025-01-24,325.2,10,0,11,0.0
2024-11-03,PL,2025-01-24,301.9,11,0,10,0.0
2024-10-27,PL,2025-01-24,356.7,12,0,9,0.0
2024-10-20,PL,2025-01-24,386.5,13,0,8,0.0
2024-10-13,PL,2025-01-24,367.5,14,0,7,0.0
2024-10-06,PL,2025-01-24,365.4,15,0,6,0.0
2025-01-26,PL,2025-01-31,683.4,0,0,22,0.0
2025-01-19,PL,2025-01-31,523.3,1,0,21,0.0
2025-01-12,PL,2025-01-31,481.7,2,0,20,0.0
2025-01-05,PL,2025-01-31,369.1,3,0,19,0.0
2024-12-29,PL,2025-01-31,377.6,4,0,18,0.0
2024-12-22,PL,2025-01-31,611.7,5,0,17,0.0
2024-12-15,PL,2025-01-31,507.0,6,0,16,0.0
2024-12-08,PL,2025-01-31,420.7,7,0,15,0.0
2024-12-01,PL,2025-01-31,413.7,8,0,14,0.0
2024-11-24,PL,2025-01-31,401.0,9,0,13,0.0
2024-11-17,PL,2025-01-31,313.7,10,0,12,0.0
2024-11-10,PL,2025-01-31,325.2,11,0,11,0.0
2024-11-03,PL,2025-01-31,301.9,12,0,10,0.0
2024-10-27,PL,2025-01-31,356.7,13,0,9,0.0
2024-10-20,PL,2025-01-31,386.5,14,0,8,0.0
2024-10-13,PL,2025-01-31,367.5,15,0,7,0.0
2024-10-06,PL,2025-01-31,365.4,16,0,6,0.0
2025-01-26,PL,2025-01-31,683.4,0,0,22,0.0
2025-01-19,PL,2025-01-31,523.3,1,0,21,0.0
2025-01-12,PL,2025-01-31,481.7,2,0,20,0.0
2025-01-05,PL,2025-01-31,369.1,3,0,19,0.0
2024-12-29,PL,2025-01-31,377.6,4,0,18,0.0
2024-12-22,PL,2025-01-31,611.7,5,0,17,0.0
2024-12-15,PL,2025-01-31,507.0,6,0,16,0.0
2024-12-08,PL,2025-01-31,420.7,7,0,15,0.0
2024-12-01,PL,2025-01-31,413.7,8,0,14,0.0
2024-11-24,PL,2025-01-31,401.0,9,0,13,0.0
2024-11-17,PL,2025-01-31,313.7,10,0,12,0.0
2024-11-10,PL,2025-01-31,325.2,11,0,11,0.0
2024-11-03,PL,2025-01-31,301.9,12,0,10,0.0
2024-10-27,PL,2025-01-31,356.7,13,0,9,0.0
2024-10-20,PL,2025-01-31,386.5,14,0,8,0.0
2024-10-13,PL,2025-01-31,367.5,15,0,7,0.0
2024-10-06,PL,2025-01-31,365.4,16,0,6,0.0
2025-02-02,PL,2025-02-07,662.1,0,0,23,0.0
2025-01-26,PL,2025-02-07,683.4,1,0,22,0.0
2025-01-19,PL,2025-02-07,523.3,2,0,21,0.0
2025-01-12,PL,2025-02-07,481.7,3,0,20,0.0
2025-01-05,PL,2025-02-07,369.1,4,0,19,0.0
2024-12-29,PL,2025-02-07,377.6,5,0,18,0.0
2024-12-22,PL,2025-02-07,611.7,6,0,17,0.0
2024-12-15,PL,2025-02-07,507.0,7,0,16,0.0
2024-12-08,PL,2025-02-07,420.7,8,0,15,0.0
2024-12-01,PL,2025-02-07,413.7,9,0,14,0.0
2024-11-24,PL,2025-02-07,401.0,10,0,13,0.0
2024-11-17,PL,2025-02-07,313.7,11,0,12,0.0
2024-11-10,PL,2025-02-07,325.2,12,0,11,0.0
2024-11-03,PL,2025-02-07,301.9,13,0,10,0.0
2024-10-27,PL,2025-02-07,356.7,14,0,9,0.0
2024-10-20,PL,2025-02-07,386.5,15,0,8,0.0
2024-10-13,PL,2025-02-07,367.5,16,0,7,0.0
2024-10-06,PL,2025-02-07,365.4,17,0,6,0.0
2025-02-02,PL,2025-02-07,662.1,0,0,23,0.0
2025-01-26,PL,2025-02-07,683.4,1,0,22,0.0
2025-01-19,PL,2025-02-07,523.3,2,0,21,0.0
